item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
170,Travel,41.6,4.81,0.296,Standard,Holiday,"[1.744311252423273, -0.02642552136706281, -0.25688998392488877, -0.39981733107460027, -1.5608777064808073, 0.6613399641422925, -0.10548536715777655, 0.5099312413567952, 1.8418780020912402, 1.6092482300953828, -2.3380087167915513, 0.48107036951077237, 0.16685938989267557, -0.7324538759713198, 0.39726633562149777, 0.7860963201043751, -0.9466099102115474, -0.3013318614033824, 1.476753729848928, -0.7216221912293651]"
171,Electronics,78.04,4.68,0.239,Standard,None,"[0.40992225987559183, 0.6889118217969987, -0.8708827208669946, 0.4118117237279797, 0.8072502021401189, 1.3070539078034213, 1.0970534224750779, 1.656642406436628, 0.8154893322996768, 0.16772404963795876, -0.47267389793993014, -0.11943788263706824, 1.629461848665075, -0.19784127376865898, -0.00514452773822704, 1.4762230044946576, -0.23332212603649682, -0.7948053454859894, 1.1331854140725077, -0.8275086725243231]"
172,Books,8.49,4.26,0.144,Budget,Summer,"[-0.15120258483111373, 0.6609072456677683, 0.8680745586480458, 0.3164768248445434, 0.29701261314642907, 0.1890194669650726, 1.0077104045933236, 0.28793626757952095, -0.47492083101584887, -1.6152606770655664, -0.4615265004204998, 0.909558834482155, -0.3347615356228382, 0.9078493384580539, -1.4142482014301718, -1.0116601735519395, -1.0697010796408482, 0.1353756679868158, 1.7920133649038361, 2.2443002912010006]"
173,Food,6.84,4.24,0.092,Budget,None,"[0.9183631149338709, 0.557738828932371, -0.10798346674527037, 0.14018003100159276, 0.8977215684594247, 0.9293115872076053, -2.690275631353535, 1.7277778282273042, -0.22425879143948552, 0.669252564126162, -0.06677081771074578, 0.7191833809492872, -1.0786607710305522, 0.2600545154607801, 0.9002056534504943, -1.4743828693181482, 2.513643468208903, 1.1908859328665193, 0.0013533024656418782, -0.8284081072387681]"
174,Travel,86.48,4.9,0.058,Budget,None,"[-0.21615172901206195, 0.5093932324839803, 0.4665178525219784, -1.0933181419510398, 0.6840539007399987, 0.7752540581295645, -0.03050945914073204, 0.014845568775412482, 0.01007188038186634, 3.5127299708672113, 0.38258212485801707, 0.12496618995494319, 0.4701629887731125, 0.4489222338644175, -0.09885463926676984, -1.3352250282897309, 0.10871526871946373, 0.5907769477878966, 0.2906680062219036, -0.4982983125072315]"
175,Health,18.49,4.32,0.306,Standard,Holiday,"[0.3185152887806779, -1.0964416439410125, -0.9344656698352467, 1.8122306622123627, 0.9861125414364632, -0.062970050277336, -0.045888150742652664, 2.222831914851334, 2.0453335176618657, -0.11679009123297983, -0.7934086510328179, -0.23366419780537248, -1.6828436951840477, 0.5207929984500359, 1.2592589968430505, 1.270398150637164, -0.702458532323886, -2.29468788163448, 0.3392747115045034, 1.3187063497149698]"
176,Movies,7.83,2.89,0.252,Standard,Summer,"[-0.7580952936812516, 0.6242464046327322, 0.14601594260845174, 0.7855105255165749, 0.5994436637983245, 0.35928686278037963, 2.064652054099214, 0.9044739885286556, 1.1705965914801302, 0.1365670008988995, 0.606148566418609, 0.9372582120374269, 1.6069270269180334, 1.4321234539798284, 1.0298568458791655, -0.41412244246007873, -1.3128743188178207, 0.5592970893924468, 0.5517270181195039, -0.3969421899832212]"
177,Music,4.38,2.87,0.128,Standard,Holiday,"[-0.981609264444058, 2.422555574595944, 1.3627595622962556, 0.18911584971103457, 1.5818760934989877, 3.2121067127178047, 0.08186134108175565, 0.3259636053279932, 1.512126142376654, -0.9461535811296805, 1.6736906973213392, -0.22511256068511618, 1.5246767428475672, -0.0052265974628201255, 0.33760622247297195, -0.03430835657245901, -0.5318436228112274, -0.27005489814431205, 1.379111403168567, -2.3141639826724685]"
178,Books,19.53,4.03,0.106,Standard,Holiday,"[2.15159005062432, 2.885134489537891, 0.7898785257568142, -0.5453808212594968, -0.12520685332694992, 0.5223241342339628, -0.029713851496153083, 1.2610089907918465, 0.2133283013554517, -0.5898097683382819, 0.352951432069085, -0.3211037903770391, 0.7253385712512255, -0.47140274718301745, 1.8988973970323602, -1.43813767897184, -0.2742728573382259, 0.24377097228960842, -0.4210672883510079, -2.1902151146133058]"
179,Movies,3.69,3.28,0.067,Premium,Holiday,"[0.4716304120078518, -0.5610195769455976, 1.0250485095005544, -0.19549581392144594, -0.7113105088048456, -0.03324474005486299, 3.2419707649151013, 1.8418225272751392, 0.5930711132280979, -0.589031650398693, 0.03260698276809068, -0.09841730370816769, -0.1502401888175545, -0.2543900306421997, -0.9654273428698082, 0.9756188423425718, 0.8607798304457065, 0.023162585640135434, 1.2587476574216843, 0.5910505791592214]"
180,Music,5.84,2.78,0.221,Budget,None,"[-0.43540897061808626, -0.2070239606860313, -1.8929710769218067, -0.18142386111809947, 1.7839141981831486, 1.1040300327632957, -0.5834935934697638, -1.183617663196396, 0.6121619263953538, 1.2031973581423765, 1.180317839177625, -1.2480105888936601, 0.49979173049695996, 1.4337500342142357, 0.5096631077101231, 0.4784096833437766, -0.47164257863515857, 0.22010982379366362, 1.2363181797064053, 0.32820896842876396]"
181,Travel,151.91,5.0,0.098,Standard,None,"[-0.7160889188851425, -1.0059119348132406, -0.2646368364939186, -1.1956119999140098, -0.1466783136045462, 1.1035976353933776, -1.9242833112383733, -0.022093251811656223, -0.10734096659751288, 2.5691988492778153, -0.13592276441435178, 1.0057046927019526, 1.4185596846908963, 1.08635900452229, -0.6766100535533898, 1.9947500932263276, -1.0956895656233014, 0.773460355682333, 1.2114928026628493, 2.1410536394691353]"
182,Home & Garden,13.2,3.15,0.153,Budget,None,"[-0.38377078267040765, 1.2301655972419672, -1.2711908548884494, 2.2307354637730503, 0.228619886223825, 0.47711590522303515, -0.3514199021007633, 0.4316765262018897, -0.198287493718794, -0.5265827001745353, 1.4140927367391938, 0.07803254056958944, -1.5138313627581466, -0.67303004867265, 1.4514872938302394, -0.9086071545560518, 0.5408448727687583, -0.6945420190143883, -1.4382046637251211, 0.4804548866118028]"
183,Health,7.96,3.2,0.239,Standard,None,"[-1.412583182544061, 0.3030162924749628, 0.6765487604029504, -0.5808791381772977, 1.922036939606547, 0.017621310976853315, -1.5613429830998886, -0.28124290633667054, 2.0626561449357967, 0.4489675555702139, -0.2574305241108466, -1.0115702757043907, -1.0949806181122828, -0.6535992851816712, -0.5577753625187629, -1.1349741648992573, -0.7328131611036991, 0.6594585244393549, 1.6484126076944867, 0.7554617138709632]"
184,Books,2.54,3.32,0.396,Budget,None,"[0.062012297425034106, 2.4561686268525835, 0.6656830519062612, 0.8069493598821595, 0.14666189201860091, -0.760576568379502, 0.1936803510881671, 0.7885372350193348, -0.7536061432136096, -1.106648517742882, 1.3330277986968013, 1.6915814722449725, 0.03837196761372902, 0.6012198535180879, 0.3757811288604319, -2.179938447116955, 0.20672684713210876, 1.4659729863053197, -1.1743750196858858, -1.2658375895928529]"
185,Books,7.56,3.71,0.177,Standard,Summer,"[-0.18445447065456805, 2.6778400977178842, 1.5960892921942411, -0.5445281169346958, -0.9988152681895256, -1.2421533507916103, 1.5931062215029255, -1.0381069864610342, -0.027555936515566763, -0.977284832042969, -1.4483559179583039, -0.292375353093686, -0.9377866663411604, -0.6916284254233128, 2.0061050974174037, 0.42489610417240287, 0.9314695195539889, 0.8246595628492529, -0.1008609230790248, -0.4397183593776238]"
186,Music,5.31,3.28,0.321,Standard,None,"[0.008688129171636963, -0.7781627346831779, -1.0960725090912649, -0.18681381655177867, 0.6526277560328521, 1.9862806247547353, 0.9173054947334093, 0.8885843880708155, 0.8053661016207374, 0.8478904944525848, -0.5334717451890099, 0.7812913955303626, 2.1310812809112702, 0.9773469584809038, -0.387710579751621, -0.5799901019570649, 0.1139207438651324, 0.7707374977524812, 0.178660832729574, -1.1071929552053092]"
187,Music,19.52,4.42,0.148,Standard,Summer,"[0.9608706536483692, 0.16660334763854637, -0.391956283311803, -0.27024895699928286, 1.3772802905424268, 1.9991897752786918, 1.2476490911006113, 1.4051355680631505, 0.9206090933080936, 0.8036466788807705, 1.696904534519053, -0.8456124340517521, -0.4122842524670732, -1.2593585265450853, -1.4974449001980699, -0.04431540442582292, 0.26857150839253313, 0.5053601808557412, -0.6972819291566486, -0.41305152826001057]"
188,Food,13.17,4.48,0.099,Standard,Summer,"[-2.2593708838316977, -0.5992744782651446, -1.019170621301904, 0.1495882855706858, -2.0160302195142723, -2.045622890945603, 2.17009499187626, 2.6176893882633405, 0.12100924319881162, 0.3636726478389822, 0.14634092374917987, 0.9973506565515259, -0.6324441920639787, 0.18661482607356927, 0.22742126793771542, -1.0468579584583377, 1.2769830590630524, -0.44567673990140944, 1.017421669808901, 0.11491272637148015]"
189,Travel,17.39,4.1,0.08,Budget,Summer,"[0.02388174238253684, -0.56529769646204, -0.5075427410367783, -1.5511365508507453, -0.34937115940758356, -0.28998459183190145, -0.17045297296934558, 2.522414144304171, -0.7254809435232465, 1.7806653483324675, 2.1545815688196877, -0.6880908084158425, -1.0294000396570753, -0.19081857375244712, -0.6911568698666488, 1.0923471411107692, 0.150505516877223, -1.0936121265165097, 0.31928149780529325, 0.19390180371480642]"
190,Clothing,1.72,3.43,0.117,Standard,None,"[0.029432700419992814, 1.8875513502558465, 3.565820594094113, 0.6208754159067472, 1.449413768996868, -0.17821901256785602, 0.29916456718847856, -0.3015136445386949, -1.2903683825796395, 1.203874741793595, 0.5316987339898607, 0.018073473423663822, -0.0024678493121753704, -1.5062148709065084, -0.9774753331527154, 0.33615317011402485, -0.5291126672745058, -0.21771304121749013, -0.10465606477910164, -0.6824687690171107]"
191,Electronics,150.49,4.71,0.191,Premium,Summer,"[0.6855363400352146, -1.690054552077683, -0.35015991881974046, -2.900785082299867, 1.2444997498059318, 0.8886628197703732, 0.6898322710184597, 1.112866277661617, -0.2754853216997949, 0.22126227434750842, -0.37118585265837206, 1.1091282838962613, -2.551661017355576, 1.1088441105151678, -1.8209685057697313, -0.20607600766367729, -1.0495820982323867, -0.13612383018075078, -0.5527936381030649, -0.3847567197594384]"
192,Clothing,5.48,3.87,0.181,Premium,Winter,"[1.229670326389756, -0.41270024169995817, 1.4296306851808611, 0.016591919364427866, 0.9646774583640515, 0.249513149378733, 0.10354514082690147, -0.8073865227361522, -0.9543162411489825, 0.9657757371220537, 1.0708423528589326, 1.0385951156815743, 0.7910505554403641, 0.4465167667113189, 0.43120955683497164, 0.13359324356525704, 0.5620721671812241, -0.04169063232594463, 0.5592710027474893, 0.9175598104530225]"
193,Books,14.43,3.2,0.269,Standard,None,"[0.20041591220481667, 1.9258433087178788, -1.473836991850941, -0.477338225202013, 0.1331972558275565, 0.44518054289814196, 1.583301654361811, 1.2178748035624516, -0.6950507834175662, -0.7072477802632811, -1.430639663525539, -1.009739013233213, 0.8601554100590404, -1.5891164182836324, -0.15492820364735532, -0.301550042034986, -0.7578339497728761, -1.30231791230261, -1.8943511954213832, -1.2933265588194252]"
194,Home & Garden,24.48,3.76,0.23,Premium,None,"[0.6982655364920956, 0.043814192831760926, 1.4507099241344232, 2.7657805394802746, 0.6586908139056186, -1.608926549445604, -0.28515853015527837, -1.0643724104341996, -0.1830028796239041, -0.6932761239231569, -0.3776049530579387, 1.0611627323738506, 0.4752499290058339, 1.007114428981635, -1.6006831090159857, 0.05797469661566357, 0.9667049813966009, 1.5062959148871558, -1.548088389692493, -0.35148363616116995]"
195,Clothing,8.2,3.27,0.302,Standard,Holiday,"[0.5756440309638933, 0.392342816750988, 3.0466552721109554, -0.23951591582796417, -0.913538945615327, 0.3656775661096029, 1.0837975762442966, -0.3905714050380591, 1.5975925755972211, 0.38159598326027727, 0.9283489235111608, -1.1616988262954124, 0.7909004765368016, 0.46796185766042064, 2.1119503190473883, 0.5159714791596014, 0.6538451627452485, -0.820074527996615, 0.31737250970439906, 1.1457772572651475]"
196,Health,176.79,5.0,0.253,Premium,None,"[-0.9067389633036362, 0.3746839514291556, -0.41676327722166, 0.16784783607778286, 0.9277678910381758, -0.441708370811123, 0.6450997762008317, 1.2223292055524015, 2.395180619573356, 0.6995666148515437, 0.40263949781801217, 0.016262034689114302, 0.8371383377181192, 1.6092141446339991, 0.854991407222731, -0.19361945169410327, -0.1674626849310439, -0.13005613643714392, 0.9474275723138452, -0.5262396743670368]"
197,Sports,22.54,3.9,0.264,Premium,None,"[0.6506408423972025, 0.7009082539536109, 0.908855635993191, 0.5577856087405678, 2.4879701405896952, -1.0438220326805394, -1.08567673060064, 0.33105619308420947, 1.100897897232452, -0.26723153491443136, 0.005608783455156331, 0.015996078777228556, -1.8432883382715144, 0.24042441869480916, -0.5498520281060788, 0.6110804308939565, -0.031337289927140174, -0.17926253567047584, -0.15747903887834447, -0.32701964535806727]"
198,Sports,70.04,4.8,0.421,Standard,None,"[0.18161521479442014, -0.21150200685020693, -1.7685856699134812, -1.0257935849257411, 1.681596425945907, 0.7272793759371594, -0.016073886162074582, -0.07206421050051394, -0.9869126270033162, 0.023166080062098828, 1.3191010274459878, 0.155575112758557, -1.507313581481862, -1.251522794304531, 0.588788877223153, -0.22431547522261966, -0.07458023010351422, -0.612734175014757, 0.5034122121999125, -0.30091771324534927]"
199,Books,1.01,3.01,0.041,Budget,Holiday,"[-3.6885342252187074, 3.120323060197224, -0.4365539980215701, -0.05759099189884128, -0.7432943306993709, 1.682118745380162, 0.1774209215713013, -0.406119998499313, 1.3394250692995608, 0.8795168482345708, -1.1324217495253281, 0.33402522989175726, 0.2202970521953939, -1.4720798935095638, 0.8271002185708735, -0.029039155857988674, 2.1511382572350852, 1.4097671413745698, 0.22210628380417038, -0.0873981453288258]"
200,Electronics,12.75,3.92,0.125,Premium,None,"[3.058105617996036, 0.35484015557029747, -1.4126820670069118, -0.69622838037218, 2.336146099599624, 0.3578544011046551, 0.9997795795175225, -0.21204431236699098, -0.5399419147193418, 0.02726450763447467, -0.26610405524621716, -1.4932529310315983, -1.0033254574540318, 0.7078845144122309, -0.3806906891024109, 0.02570488202790712, 0.23492305049721063, 0.3130500488187198, 1.1465790613153706, -1.098695815068532]"
201,Sports,25.72,4.22,0.161,Standard,None,"[-1.3918927300953639, -0.4778938340167973, 0.5357031545742523, 0.26020378937641425, 2.1157742460555413, -0.8836169076746739, -1.0864501741488903, 0.9499854173875839, 1.6936067070365732, 0.5499603250880295, -0.17230071610603706, 1.2250333617792413, -0.8421577093770197, 1.0530622397556881, -0.5966192987962037, -0.5475195874063795, -0.3327915862238279, -0.10119351726761724, 0.9149382248769038, -1.3043317489119686]"
202,Health,53.95,4.35,0.262,Standard,Winter,"[-0.8926134990408563, 0.04675098830684196, 0.8167664187903186, 0.1636531119083555, -0.4690267349654695, -0.8996781216165867, -1.6868917221581876, -0.4562530872866027, 1.8470861642010608, 0.5539605585650683, -1.167107377384166, 0.6681875997369017, -0.5941584284083858, -0.5137705948818334, 1.2487197666325038, -2.477348406271483, -1.226828939212256, 0.04564555835658963, -0.004970995718661238, -1.7019845106355689]"
203,Books,1.81,2.55,0.159,Standard,None,"[0.6844930246968961, 0.7399921023477445, -0.6073269104176972, -0.592743729411948, 0.9417488553643707, 0.5282607606644375, 0.90371836104992, 1.3386779742330543, -0.30565009508908053, -1.1874061548536818, -1.18096361784702, -1.8381075650588399, -0.45876682966619275, -0.3842226148317383, 0.7875534068050477, 0.016914217176603973, -0.4903284443426062, -0.11599872616058583, -1.0389734837147642, 1.0254065707512867]"
204,Movies,9.98,3.41,0.417,Standard,None,"[0.45760118877227984, -1.200243318825246, -0.9170790957952362, 0.4243790699816012, -0.8688369685592233, 0.8382186612061595, 2.8146908272812152, -0.5378545040698415, 0.12761921809614013, 2.0593419067045367, 0.8720736506879295, 0.49413537879833375, 1.5518415845685862, -0.9636695780416982, 1.255833568237457, 0.35561094952354266, 1.4571368114195673, -0.5221357652168388, 1.3924933539360522, -1.742299067056425]"
205,Movies,2.4,2.67,0.318,Standard,None,"[-2.1303627708517454, 1.7849827566808207, 0.9979443634392972, 0.1827131547940168, -0.4458793362268278, -0.36793812694029926, 2.2024628184192534, 0.18477356828625602, -0.9591754295933342, 0.06778195717152705, 0.25871016055812696, -0.30065393132372226, 2.2391855650566965, -0.13397382465128635, -1.7633515518113385, -1.0102971245851835, 0.703527846726503, -0.7224259977212155, -0.9937906113375456, 1.3953610717832956]"
206,Music,6.89,3.57,0.381,Standard,Winter,"[0.4073421500270347, 0.1356032283885074, 0.9384715792935742, 1.1595688769296997, 1.0620435153188557, -0.34544559565773136, -1.4224614073217372, -0.4397774743770428, -1.1888429167638332, -0.6953112555650752, -0.05122244180493512, -0.4700056048942561, -0.024074983581426894, 1.3597100599946965, 1.7807148677893265, 0.37330799170468365, 1.3350021053210015, -0.3988859423418273, -0.6247820835325625, -0.07508410794654673]"
207,Books,4.33,2.76,0.126,Budget,Winter,"[-0.39196641967735624, 3.5875809128423666, -0.5755854538452915, -0.22252208025806164, -0.10619937177418337, 1.136534855774768, 1.3441056937544549, 0.4745838196939445, 1.2329093740618797, 0.17766099646898928, -0.17260324761682247, 1.1787240865856219, 0.4876176752337977, -0.7355306659075819, 0.9974209381243507, -0.2084926310202796, -0.3308235227242045, 0.8930043681997122, -0.08883214084491302, 0.3889585360402897]"
